X1	X2	Colors
1	-2.24246004235479	0.47048871459103	green
2	-0.305601118344231	0.194386931492083	red
3	-1.03924465132247	1.32822561738792	green
4	-0.635354620495016	-1.0256581475334	green
5	-1.07819131338742	-0.881511993751145	green
6	0.321438347662475	-0.404281649168687	red
7	1.49786129222265	1.25377726498095	green
8	0.403182073193313	1.37752261137620	green
9	0.802650744279983	-0.384938550369766	red
10	1.79411661829451	-1.86686707896689	green
11	-0.531092910103001	0.689793560806904	red
12	-1.03833791134328	1.26583304987483	green
13	-1.82332942177596	-2.14007089162736	green
14	-0.616858078803625	-1.60419563011323	green
15	1.51109108707899	1.70600363119244	green
16	-0.153808861158527	-0.00634767006872351	red
17	-0.49301731139552	-0.709841523199063	red
18	0.858748032770262	0.650833013450964	green
19	-0.144312123140275	-0.647620106634371	red
20	-0.438536437985712	1.05304680533704	green
21	-0.27549547320901	-1.60576297059200	green
22	-0.518204586769103	0.227903013447042	red
23	-0.215131497966602	0.135938477213815	red
24	0.441778007544194	1.61939982836962	green
25	1.18807103189430	-1.57381293109266	green
26	-0.958970914129717	-0.897771913231162	green
27	1.39346018536107	0.182491350903548	green
28	-0.531808149470691	0.134641436592146	red
29	0.0823806231691682	-0.772573265796543	red
30	0.340826638993499	-0.974430969139368	green
31	1.00047360986069	0.148583759865798	green
32	0.863065638204751	-0.0969760159634347	red
33	-0.268064386949073	1.76652049857292	green
34	1.22875257018551	0.418542519616487	green
35	-2.64691079334845	0.111512489491301	green
36	0.656997777750575	0.977371590059436	green
37	-0.187114714730420	0.245620040402221	red
38	-0.641559691232569	-0.236651492670224	red
39	1.58193310905492	-1.38608950039815	green
40	-0.978687773925615	0.135961806697540	red
41	-0.62251121185891	0.792679486380813	green
42	0.465570411751288	0.0701727885254423	red
43	1.35805258891256	-1.33880136603412	green
44	0.433025208383499	0.671335805955734	red
45	0.72076800296213	-0.149355355274072	red
46	0.279945294487021	-0.173260621033317	red
47	-1.10607104800540	-1.40638197265663	green
48	-0.356093753841635	2.05582245455243	green
49	0.86920240358926	-0.101178487410781	red
50	1.17729710411555	0.798187435453573	green
51	-0.734447476127005	0.805940233020367	green
52	-1.30575550266438	0.902866831905606	green
53	-1.05195363719058	0.465404549069295	green
54	0.391465196054815	0.122833391108918	red
55	1.49436250013318	-0.339050963505814	green
56	1.59534664036501	0.213681645107150	green
57	1.08128496384827	-0.433142048681596	green
58	0.817748136820703	-0.116370589430414	red
59	0.699598210775444	0.255024074583983	red
60	-0.66937756014728	0.83325073039787	green
61	-1.45061000130889	1.72690273831344	green
62	-0.921590879472192	-0.831616842824918	green
63	1.59246207617066	-1.44288142801316	green
64	0.00610317596726821	1.88161277496885	green
65	1.91373491965714	-0.79214351409166	green
66	-0.0300835374462707	-0.939474553083664	red
67	-1.59339302808508	-0.219864519541109	green
68	-0.951907702340849	0.0917238768110495	red
69	-0.314932904869108	-0.526919846844185	red
70	-1.88364675223871	0.298276573823511	green
71	-1.16102431009089	0.224000279954156	green
72	0.220564955627514	0.116555211424799	red
73	-0.669977998284904	-0.306471700532039	red
74	0.581502494512175	1.53829681937312	green
75	1.57948291561758	-0.671795738584229	green
76	0.296274052584648	-1.32721392971742	green
77	-0.540616237388598	0.995740317214458	green
78	1.71708106430708	1.23895311033745	green
79	0.362953998638415	-0.796291507237609	red
80	-0.754331618700375	-0.299784726025036	red
81	-0.608632156867488	0.227470984979787	red
82	-0.246830503566698	1.05259844447048	green
83	-0.0865448132249369	-1.48507976542897	green
84	1.14936161832281	-0.146746208533055	green
85	-0.271865694789970	0.0498589570079045	red
86	0.558060781758144	0.197436669487485	red
87	0.083525509005554	-0.00930076154788736	red
88	1.40680930401481	-1.19927015814558	green
89	-1.18545696285908	-0.435643280638031	green
90	-2.66866752640133	0.174760926393446	green
91	0.226635248367737	1.02613968911770	green
92	0.923209213902329	0.764557130089712	green
93	0.937081966529527	-0.665747637059741	green
94	-0.3582986928116	-0.259381854834759	red
95	2.28580798049269	-1.70513011736571	green
96	-1.02714071033364	0.595640716017484	green
97	0.279214055250052	-0.112859927106564	red
98	0.410184665935084	-1.27204461154007	green
99	-2.16665357658478	-0.505980664795448	green
100	0.87321132191531	0.699790505098911	green
